Id	名字	图标		1男0女	职业	普攻	技能					初始怒气					
124062031	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124062032	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124062033	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124062034	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124062035	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124062041	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124062042	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124062043	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124062044	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124062045	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124062051	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124062052	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124062053	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124062054	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124062055	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124062061	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124062062	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124062063	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124062064	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124062065	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124062071	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124062072	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124062073	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124062074	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124062075	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124062081	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124062082	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124062083	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124062084	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124062085	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124062091	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124062092	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124062093	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124062094	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124062095	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124062101	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124062102	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124062103	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124062104	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124062105	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124063011	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124063012	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124063013	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124063014	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124063015	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124063021	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124063022	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124063023	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124063024	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124063025	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124063031	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124063032	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124063033	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124063034	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124063035	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124063041	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124063042	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124063043	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124063044	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124063045	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124063051	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124063052	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124063053	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124063054	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124063055	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124063061	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124063062	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124063063	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124063064	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124063065	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124063071	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124063072	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124063073	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124063074	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124063075	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124063081	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124063082	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124063083	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124063084	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124063085	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124063091	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124063092	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124063093	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124063094	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124063095	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124063101	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124063102	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124063103	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124063104	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124063105	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124064011	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124064012	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124064013	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124064014	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124064015	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124064021	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124064022	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124064023	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124064024	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124064025	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124064031	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124064032	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124064033	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124064034	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124064035	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124064041	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124064042	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124064043	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124064044	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124064045	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124064051	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124064052	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124064053	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124064054	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124064055	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124064061	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124064062	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124064063	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124064064	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124064065	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124064071	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124064072	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124064073	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124064074	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124064075	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124064081	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124064082	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124064083	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124064084	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124064085	匈奴大将	wujiang1	103	1	BU	13110001	13100203										
124064091	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124064092	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124064093	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124064094	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124064095	匈奴大将	wujiang2	123	1	GONG	13110004	13100102										
124064101	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124064102	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124064103	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124064104	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124064105	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124065011	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124065012	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124065013	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124065014	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124065015	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124065021	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124065022	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124065023	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124065024	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124065025	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124065031	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124065032	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124065033	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124065034	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124065035	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124065041	匈奴大将	wujiang4	110	1	CHE	13110003	13100207										
124065042	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124065043	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124065044	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124065045	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124065051	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124065052	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124065053	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124065054	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124065055	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124065061	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124065062	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124065063	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124065064	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124065065	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124065071	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124065072	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124065073	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124065074	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124065075	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124065081	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124065082	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124065083	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124065084	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124065085	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124065091	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124065092	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124065093	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124065094	匈奴大将	wujiang3	122	1	QI	13110002	13100205										
124065095	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124065101	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124065102	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124065103	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124065104	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124065105	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124071011	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124071012	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124071013	匈奴大将	wujiang22	105	1	GONG	13110004	13100102										
124071014	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124071015	匈奴大将	wujiang9	114	0	CHE	13110003	13100207										
124071021	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124071022	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124071023	匈奴大将	wujiang18	101	0	QI	13110002	13100205										
124071024	匈奴大将	wujiang29	119	0	CHE	13110003	13100207										
124071025	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124071031	匈奴大将	wujiang16	113	0	BU	13110001	13100203										
124071032	匈奴大将	wujiang8	104	0	QI	13110002	13100205										
124071033	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124071034	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124071035	匈奴大将	wujiang17	108	0	GONG	13110004	13100102										
124071041	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124071042	匈奴大将	wujiang20	106	0	XIE	13110005	13100101										
124071043	匈奴大将	wujiang27	102	1	GONG	13110004	13100102										
124071044	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124071045	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124071051	匈奴大将	wujiang19	107	0	CHE	13110003	13100207										
124071052	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124071053	匈奴大将	wujiang23	112	0	QI	13110002	13100205										
124071054	匈奴大将	wujiang7	121	1	GONG	13110004	13100102										
124071055	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124071061	匈奴大将	wujiang6	115	1	BU	13110001	13100203										
124071062	匈奴大将	wujiang21	109	1	BU	13110001	13100203										
124071063	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
124071064	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124071065	匈奴大将	wujiang5	128	1	XIE	13110005	13100101										
124071071	匈奴大将	wujiang28	126	0	QI	13110002	13100205										
124071072	匈奴大将	wujiang26	118	1	BU	13110001	13100203										
124071073	匈奴大将	wujiang25	127	1	XIE	13110005	13100101										
124071074	匈奴大将	wujiang10	111	0	XIE	13110005	13100101										
124071075	匈奴大将	wujiang24	120	1	CHE	13110003	13100207										
