"id,5-6位编码表示建筑，前1-2为表示建筑类型，后两位表示建筑等级"	名字	类型    GUAN_FU = 2; // 官府    CANG_KU = 3; // 仓库    JIU_GUAN = 4; // 酒馆    JUN_YING = 5; // 军营    CHENG_QIANG = 6; // 城墙    SHU_YUAN = 7; // 书院    WAI_SHI_YUAN = 8; // 外使院    TIE_JIANG_PU = 9; // 铁匠铺    XIU_LIAN_GUAN = 10; // 修炼馆    SHI_CHANG = 11; // 市场    XING_YING = 12; // 行营    GOLD_PRODUCER = 21; // 金币产出    FOOD_PRODUCER = 22; // 食物产出    WOOD_PRODUCER = 23; // 木头产出    STONE_PRODUCER = 24; // 石头产出    SI_TU_FU = 30; // 司徒府    ZHU_BI_CHANG = 31; // 铸币厂    CAI_SHI_CHANGE = 32; // 采石场    JI_XIA_XUE_GONG = 33; // 稷下学宫    LU_BAN_GONG_FANG = 34; // 鲁班工坊    SI_MA_FU = 40; // 司马府    SHEN_SHE_YING = 41; // 神射营    HU_BEN_YING = 42; // 虎贲营    CHENG_FANG_JI_GUAN = 43; // 城防机关    YU_BEI_BING_SUO = 44; // 预备兵所	等级	升级所需建筑队时间	繁荣度	君主经验	升级消耗的资源，关联Cost表	前置建筑	要求主城等级		effect，关联domestic/effect.txt表	建筑效果描述	建筑功能按钮图标	模型	建筑效果描述	解锁预览	升级预览											
310002	铸币厂2	ZHU_BI_CHANG	2	0.42h	110	1	310002				310002	农场铜币产出提升5.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升5.5%		农场铜币产出提升5.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310003	铸币厂3	ZHU_BI_CHANG	3	0.68h	180	1	310003				310003	农场铜币产出提升6.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升6.0%		农场铜币产出提升6.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310004	铸币厂4	ZHU_BI_CHANG	4	0.94h	260	2	310004				310004	农场铜币产出提升6.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升6.5%		农场铜币产出提升6.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310005	铸币厂5	ZHU_BI_CHANG	5	1.14h	350	2	310005				310005	农场铜币产出提升7.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升7.0%		农场铜币产出提升7.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310006	铸币厂6	ZHU_BI_CHANG	6	1.58h	450	2	310006				310006	农场铜币产出提升7.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升7.5%		农场铜币产出提升7.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310007	铸币厂7	ZHU_BI_CHANG	7	2.02h	560	3	310007				310007	农场铜币产出提升8.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升8.0%		农场铜币产出提升8.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310008	铸币厂8	ZHU_BI_CHANG	8	2.46h	680	3	310008				310008	农场铜币产出提升8.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升8.5%		农场铜币产出提升8.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310009	铸币厂9	ZHU_BI_CHANG	9	2.9h	810	3	310009				310009	农场铜币产出提升9.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升9.0%		农场铜币产出提升9.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310010	铸币厂10	ZHU_BI_CHANG	10	3.34h	950	4	310010				310010	农场铜币产出提升9.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升9.5%		农场铜币产出提升9.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310011	铸币厂11	ZHU_BI_CHANG	11	3.78h	1100	4	310011				310011	农场铜币产出提升10.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升10.0%		农场铜币产出提升10.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310012	铸币厂12	ZHU_BI_CHANG	12	4.22h	1260	4	310012				310012	农场铜币产出提升10.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升10.5%		农场铜币产出提升10.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310013	铸币厂13	ZHU_BI_CHANG	13	4.79h	1430	5	310013				310013	农场铜币产出提升11.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升11.0%		农场铜币产出提升11.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310014	铸币厂14	ZHU_BI_CHANG	14	5.64h	1610	5	310014				310014	农场铜币产出提升11.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升11.5%		农场铜币产出提升11.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310015	铸币厂15	ZHU_BI_CHANG	15	6.7h	1800	5	310015				310015	农场铜币产出提升12.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升12.0%		农场铜币产出提升12.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310016	铸币厂16	ZHU_BI_CHANG	16	7.57h	2000	6	310016				310016	农场铜币产出提升12.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升12.5%		农场铜币产出提升12.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310017	铸币厂17	ZHU_BI_CHANG	17	8.54h	2210	6	310017				310017	农场铜币产出提升13.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升13.0%		农场铜币产出提升13.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310018	铸币厂18	ZHU_BI_CHANG	18	9.42h	2430	6	310018				310018	农场铜币产出提升13.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升13.5%		农场铜币产出提升13.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310019	铸币厂19	ZHU_BI_CHANG	19	10.4h	2660	7	310019				310019	农场铜币产出提升14.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升14.0%		农场铜币产出提升14.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310020	铸币厂20	ZHU_BI_CHANG	20	16.85h	2900	7	310020				310020	农场铜币产出提升14.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升14.5%		农场铜币产出提升14.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310021	铸币厂21	ZHU_BI_CHANG	21	20.37h	3150	7	310021				310021	农场铜币产出提升15.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升15.0%		农场铜币产出提升15.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310022	铸币厂22	ZHU_BI_CHANG	22	23.73h	3410	8	310022				310022	农场铜币产出提升15.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升15.5%		农场铜币产出提升15.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310023	铸币厂23	ZHU_BI_CHANG	23	28.09h	3680	8	310023				310023	农场铜币产出提升16.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升16.0%		农场铜币产出提升16.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310024	铸币厂24	ZHU_BI_CHANG	24	33.08h	3960	8	310024				310024	农场铜币产出提升16.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升16.5%		农场铜币产出提升16.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310025	铸币厂25	ZHU_BI_CHANG	25	39.33h	4250	9	310025				310025	农场铜币产出提升17.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升17.0%		农场铜币产出提升17.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310026	铸币厂26	ZHU_BI_CHANG	26	46.74h	4550	9	310026				310026	农场铜币产出提升17.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升17.5%		农场铜币产出提升17.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310027	铸币厂27	ZHU_BI_CHANG	27	56h	4860	9	310027				310027	农场铜币产出提升18.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升18.0%		农场铜币产出提升18.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310028	铸币厂28	ZHU_BI_CHANG	28	67.97h	5180	10	310028				310028	农场铜币产出提升18.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升18.5%		农场铜币产出提升18.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310029	铸币厂29	ZHU_BI_CHANG	29	99.84h	5510	10	310029				310029	农场铜币产出提升19.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升19.0%		农场铜币产出提升19.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310030	铸币厂30	ZHU_BI_CHANG	30	146.91h	5850	10	310030				310030	农场铜币产出提升19.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升19.5%		农场铜币产出提升19.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310031	铸币厂31	ZHU_BI_CHANG	31	216.87h	6200	11	310031				310031	农场铜币产出提升20.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升20.0%		农场铜币产出提升20.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310032	铸币厂32	ZHU_BI_CHANG	32	322.04h	6560	11	310032				310032	农场铜币产出提升20.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升20.5%		农场铜币产出提升20.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310033	铸币厂33	ZHU_BI_CHANG	33	423.23h	6930	11	310033				310033	农场铜币产出提升21.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升21.0%		农场铜币产出提升21.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310034	铸币厂34	ZHU_BI_CHANG	34	482.82h	7310	12	310034				310034	农场铜币产出提升21.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升21.5%		农场铜币产出提升21.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310035	铸币厂35	ZHU_BI_CHANG	35	542.77h	7700	12	310035				310035	农场铜币产出提升22.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升22.0%		农场铜币产出提升22.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310036	铸币厂36	ZHU_BI_CHANG	36	602.39h	8100	12	310036				310036	农场铜币产出提升22.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升22.5%		农场铜币产出提升22.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310037	铸币厂37	ZHU_BI_CHANG	37	662.01h	8510	13	310037				310037	农场铜币产出提升23.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升23.0%		农场铜币产出提升23.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310038	铸币厂38	ZHU_BI_CHANG	38	721.64h	8930	13	310038				310038	农场铜币产出提升23.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升23.5%		农场铜币产出提升23.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310039	铸币厂39	ZHU_BI_CHANG	39	781.28h	9360	13	310039				310039	农场铜币产出提升24.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升24.0%		农场铜币产出提升24.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310040	铸币厂40	ZHU_BI_CHANG	40	842.13h	9800	14	310040				310040	农场铜币产出提升24.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升24.5%		农场铜币产出提升24.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310041	铸币厂41	ZHU_BI_CHANG	41	942.6h	10250	14	310041				310041	农场铜币产出提升25.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升25.0%		农场铜币产出提升25.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310042	铸币厂42	ZHU_BI_CHANG	42	1043.87h	10710	14	310042				310042	农场铜币产出提升25.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升25.5%		农场铜币产出提升25.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310043	铸币厂43	ZHU_BI_CHANG	43	1145.15h	11180	15	310043				310043	农场铜币产出提升26.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升26.0%		农场铜币产出提升26.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310044	铸币厂44	ZHU_BI_CHANG	44	1246.44h	11660	15	310044				310044	农场铜币产出提升26.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升26.5%		农场铜币产出提升26.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310045	铸币厂45	ZHU_BI_CHANG	45	1348.18h	12160	15	310045				310045	农场铜币产出提升27.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升27.0%		农场铜币产出提升27.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310046	铸币厂46	ZHU_BI_CHANG	46	1449.5h	12680	16	310046				310046	农场铜币产出提升27.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升27.5%		农场铜币产出提升27.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310047	铸币厂47	ZHU_BI_CHANG	47	1550.82h	13220	16	310047				310047	农场铜币产出提升28.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升28.0%		农场铜币产出提升28.0%（升级[color=#0cb93b]+0.5%[/color]） 											
310048	铸币厂48	ZHU_BI_CHANG	48	1652.16h	13780	16	310048				310048	农场铜币产出提升28.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场铜币产出提升28.5%		农场铜币产出提升28.5%（升级[color=#0cb93b]+0.5%[/color]） 											
310049	铸币厂49	ZHU_BI_CHANG	49	1753.5h	14370	17	310049				310049	农场铜币产出提升29.0%（升级[color=#0cb93b]+1.0%[/color]） 	建筑升级图标		农场铜币产出提升29.0%		农场铜币产出提升29.0%（升级[color=#0cb93b]+1.0%[/color]） 											
310050	铸币厂50	ZHU_BI_CHANG	50	1855.33h	15000	17	310050				310050	农场铜币产出提升30.0% 	建筑升级图标		农场铜币产出提升30.0%		农场铜币产出提升30.0% 											
																												
320001	采石场1	CAI_SHI_CHANGE	1		50	1	320001				320001	农场石料产出提升5.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升5.0%		农场石料产出提升5.0%（升级[color=#0cb93b]+0.5%[/color]） 											
320002	采石场2	CAI_SHI_CHANGE	2	0.42h	110	1	320002				320002	农场石料产出提升5.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升5.5%		农场石料产出提升5.5%（升级[color=#0cb93b]+0.5%[/color]） 											
320003	采石场3	CAI_SHI_CHANGE	3	0.68h	180	1	320003				320003	农场石料产出提升6.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升6.0%		农场石料产出提升6.0%（升级[color=#0cb93b]+0.5%[/color]） 											
320004	采石场4	CAI_SHI_CHANGE	4	0.94h	260	2	320004				320004	农场石料产出提升6.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升6.5%		农场石料产出提升6.5%（升级[color=#0cb93b]+0.5%[/color]） 											
320005	采石场5	CAI_SHI_CHANGE	5	1.14h	350	2	320005				320005	农场石料产出提升7.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升7.0%		农场石料产出提升7.0%（升级[color=#0cb93b]+0.5%[/color]） 											
320006	采石场6	CAI_SHI_CHANGE	6	1.58h	450	2	320006				320006	农场石料产出提升7.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升7.5%		农场石料产出提升7.5%（升级[color=#0cb93b]+0.5%[/color]） 											
320007	采石场7	CAI_SHI_CHANGE	7	2.02h	560	3	320007				320007	农场石料产出提升8.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升8.0%		农场石料产出提升8.0%（升级[color=#0cb93b]+0.5%[/color]） 											
320008	采石场8	CAI_SHI_CHANGE	8	2.46h	680	3	320008				320008	农场石料产出提升8.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升8.5%		农场石料产出提升8.5%（升级[color=#0cb93b]+0.5%[/color]） 											
320009	采石场9	CAI_SHI_CHANGE	9	2.9h	810	3	320009				320009	农场石料产出提升9.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升9.0%		农场石料产出提升9.0%（升级[color=#0cb93b]+0.5%[/color]） 											
320010	采石场10	CAI_SHI_CHANGE	10	3.34h	950	4	320010				320010	农场石料产出提升9.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升9.5%		农场石料产出提升9.5%（升级[color=#0cb93b]+0.5%[/color]） 											
320011	采石场11	CAI_SHI_CHANGE	11	3.78h	1100	4	320011				320011	农场石料产出提升10.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升10.0%		农场石料产出提升10.0%（升级[color=#0cb93b]+0.5%[/color]） 											
320012	采石场12	CAI_SHI_CHANGE	12	4.22h	1260	4	320012				320012	农场石料产出提升10.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升10.5%		农场石料产出提升10.5%（升级[color=#0cb93b]+0.5%[/color]） 											
320013	采石场13	CAI_SHI_CHANGE	13	4.79h	1430	5	320013				320013	农场石料产出提升11.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升11.0%		农场石料产出提升11.0%（升级[color=#0cb93b]+0.5%[/color]） 											
320014	采石场14	CAI_SHI_CHANGE	14	5.64h	1610	5	320014				320014	农场石料产出提升11.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升11.5%		农场石料产出提升11.5%（升级[color=#0cb93b]+0.5%[/color]） 											
320015	采石场15	CAI_SHI_CHANGE	15	6.7h	1800	5	320015				320015	农场石料产出提升12.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升12.0%		农场石料产出提升12.0%（升级[color=#0cb93b]+0.5%[/color]） 											
320016	采石场16	CAI_SHI_CHANGE	16	7.57h	2000	6	320016				320016	农场石料产出提升12.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升12.5%		农场石料产出提升12.5%（升级[color=#0cb93b]+0.5%[/color]） 											
320017	采石场17	CAI_SHI_CHANGE	17	8.54h	2210	6	320017				320017	农场石料产出提升13.0%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升13.0%		农场石料产出提升13.0%（升级[color=#0cb93b]+0.5%[/color]） 											
320018	采石场18	CAI_SHI_CHANGE	18	9.42h	2430	6	320018				320018	农场石料产出提升13.5%（升级[color=#0cb93b]+0.5%[/color]） 	建筑升级图标		农场石料产出提升13.5%		农场石料产出提升13.5%（升级[color=#0cb93b]+0.5%[/color]） 											
